run_id,config_id,config_path,paper_id,paper_name,paper_type,wrapper_path,wrapper_status,run_dir,timeout_sec,exit_code,timeout,result_status_prelim,start_iso,end_iso,elapsed_sec,notes
"baseline_off__bp_1","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","bp_1","BP-1","C","experiments/paper-mascar/workloads/wrappers/run_bp_1.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/bp_1","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local backprop app exists but BP-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"baseline_off__histo_2","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","histo_2","histo-2","C","experiments/paper-mascar/workloads/wrappers/run_histo_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/histo_2","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local histo app exists but histo-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"baseline_off__kmeans_2","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","kmeans_2","kmeans-2","C","experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/kmeans_2","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local kmeans app exists but kmeans-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"baseline_off__mri_q","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/mri_q","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil mri-q tiny wrapper; W10 direct command to keep matrix config override restorable"
"baseline_off__pathfinder","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/pathfinder","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Rodinia pathfinder tiny wrapper; W10 direct command to keep matrix config override restorable"
"baseline_off__sgemm","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","sgemm","sgemm","C","experiments/paper-mascar/workloads/wrappers/run_sgemm.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/sgemm","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil SGEMM tiny wrapper; W10 direct command to keep matrix config override restorable"
"baseline_off__stencil","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","stencil","stencil","C","experiments/paper-mascar/workloads/wrappers/run_stencil.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/stencil","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil stencil tiny wrapper; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__bp_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","bp_1","BP-1","C","experiments/paper-mascar/workloads/wrappers/run_bp_1.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/bp_1","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local backprop app exists but BP-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__histo_2","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","histo_2","histo-2","C","experiments/paper-mascar/workloads/wrappers/run_histo_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/histo_2","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local histo app exists but histo-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__kmeans_2","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","kmeans_2","kmeans-2","C","experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/kmeans_2","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:39+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local kmeans app exists but kmeans-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__mri_q","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/mri_q","600","0","0","completed_exit0","2026-06-05T03:30:39+08:00","2026-06-05T03:30:40+08:00","1","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil mri-q tiny wrapper; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__pathfinder","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/pathfinder","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Rodinia pathfinder tiny wrapper; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__sgemm","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","sgemm","sgemm","C","experiments/paper-mascar/workloads/wrappers/run_sgemm.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/sgemm","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil SGEMM tiny wrapper; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__stencil","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","stencil","stencil","C","experiments/paper-mascar/workloads/wrappers/run_stencil.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/stencil","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil stencil tiny wrapper; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__bp_1","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","bp_1","BP-1","C","experiments/paper-mascar/workloads/wrappers/run_bp_1.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/bp_1","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local backprop app exists but BP-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__histo_2","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","histo_2","histo-2","C","experiments/paper-mascar/workloads/wrappers/run_histo_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/histo_2","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local histo app exists but histo-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__kmeans_2","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","kmeans_2","kmeans-2","C","experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/kmeans_2","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local kmeans app exists but kmeans-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__mri_q","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/mri_q","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil mri-q tiny wrapper; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__pathfinder","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/pathfinder","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Rodinia pathfinder tiny wrapper; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__sgemm","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","sgemm","sgemm","C","experiments/paper-mascar/workloads/wrappers/run_sgemm.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/sgemm","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil SGEMM tiny wrapper; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__stencil","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","stencil","stencil","C","experiments/paper-mascar/workloads/wrappers/run_stencil.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/stencil","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil stencil tiny wrapper; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__bp_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","bp_1","BP-1","C","experiments/paper-mascar/workloads/wrappers/run_bp_1.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/bp_1","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local backprop app exists but BP-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__histo_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","histo_2","histo-2","C","experiments/paper-mascar/workloads/wrappers/run_histo_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/histo_2","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local histo app exists but histo-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__kmeans_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","kmeans_2","kmeans-2","C","experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/kmeans_2","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 approximate phase expansion; original note: Local kmeans app exists but kmeans-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__mri_q","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/mri_q","600","0","0","completed_exit0","2026-06-05T03:30:40+08:00","2026-06-05T03:30:40+08:00","0","W12: selected ready C workload; W10 retained ready row; original note: Local Parboil mri-q tiny wrapper; W10 direct command to keep matrix config override restorable"
