run_id,config_id,paper_id,paper_name,paper_type,wrapper_status,run_dir,exit_code,timeout,result_status_prelim,classification,has_stats,explicit_pass,gpu_tot_sim_cycle,gpu_tot_ipc,gpu_tot_sim_insn,paper_mascar_l1_sat_sample,paper_mascar_l1_sat_sample_saturated,paper_mascar_m2_ep_cycles,paper_mascar_m2_mp_cycles,paper_mascar_m2_owner_acquire,paper_mascar_m2_nonowner_mem_block,paper_mascar_m3_hitonly_access_attempt,paper_mascar_m3_hitonly_access_hit,paper_mascar_m3_hitonly_access_nack,paper_mascar_m3_probe_attempt,paper_mascar_m3_probe_hit,paper_mascar_m3_probe_nack,paper_mascar_m3_probe_skip_not_mp,paper_mascar_m3_probe_skip_no_owner,paper_mascar_m3_probe_skip_owner,paper_mascar_m3_probe_skip_nonload,paper_mascar_m3_nonowner_lsu_probe_allowed,paper_mascar_m3_nonowner_lsu_probe_block_nonload,paper_mascar_m3_nack_guard_owner_release,paper_mascar_m4_enqueue_success,paper_mascar_m4_retry_attempt,paper_mascar_m4_retry_hit,paper_mascar_m4_retry_nack,paper_mascar_m4_retry_requeue,paper_mascar_m4_queue_occupancy_max,cacheinst_L1D_access_total,cacheinst_L1D_hit,cacheinst_L1D_miss,cacheinst_L1D_reservation_fail,gpgpusim_exit,result_status,result_pass
baseline_off__bp_1,baseline_off,bp_1,BP-1,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/bp_1,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_off__histo_2,baseline_off,histo_2,histo-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/histo_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_off__kmeans_2,baseline_off,kmeans_2,kmeans-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/kmeans_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_off__mri_q,baseline_off,mri_q,mri-q,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/mri_q,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_off__pathfinder,baseline_off,pathfinder,pathfinder,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/pathfinder,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_off__sgemm,baseline_off,sgemm,sgemm,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/sgemm,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_off__stencil,baseline_off,stencil,stencil,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/baseline_off/stencil,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2_owner_sched__bp_1,m2_owner_sched,bp_1,BP-1,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/bp_1,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2_owner_sched__histo_2,m2_owner_sched,histo_2,histo-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/histo_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2_owner_sched__kmeans_2,m2_owner_sched,kmeans_2,kmeans-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/kmeans_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2_owner_sched__mri_q,m2_owner_sched,mri_q,mri-q,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/mri_q,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
