run_id,config_id,config_path,paper_id,paper_name,paper_type,wrapper_path,wrapper_status,run_dir,timeout_sec,exit_code,timeout,result_status_prelim,start_iso,end_iso,elapsed_sec,notes
"baseline_off__bfs","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","bfs","bfs","M","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_bfs_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/baseline_off/bfs","1200","0","0","completed_exit0","2026-06-04T23:39:51+08:00","2026-06-04T23:40:57+08:00","66","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated graph increases active BFS threads but keeps smoke bounded"
"baseline_off__spmv","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","spmv","spmv","M","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_spmv_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/baseline_off/spmv","1200","0","0","completed_exit0","2026-06-04T23:40:57+08:00","2026-06-04T23:42:43+08:00","106","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated sparse matrix keeps repeated irregular memory work smoke bounded"
"baseline_off__mri_q","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","mri_q","mri-q","C","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_mri_q_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/baseline_off/mri_q","1200","0","0","completed_exit0","2026-06-04T23:42:43+08:00","2026-06-04T23:42:49+08:00","6","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated binary increases K and X values versus tiny input"
"baseline_off__pathfinder","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_pathfinder_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/baseline_off/pathfinder","1200","0","0","completed_exit0","2026-06-04T23:42:49+08:00","2026-06-04T23:43:25+08:00","36","W6 uses W5C candidate input; no strict activation found. W5C iter2 direct parameters increase grid size but stay smoke bounded"
"baseline_off__sgemm","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","sgemm","sgemm","C","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_sgemm_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/baseline_off/sgemm","1200","0","0","completed_exit0","2026-06-04T23:43:25+08:00","2026-06-04T23:43:32+08:00","7","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated matrices increase active blocks but remain smoke-sized"
"baseline_off__stencil","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","stencil","stencil","C","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_stencil_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/baseline_off/stencil","1200","0","0","completed_exit0","2026-06-04T23:43:32+08:00","2026-06-04T23:43:36+08:00","4","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated grid increases memory footprint and iterations"
"m2_owner_sched__bfs","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","bfs","bfs","M","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_bfs_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/m2_owner_sched/bfs","1200","0","0","completed_exit0","2026-06-04T23:43:36+08:00","2026-06-04T23:44:42+08:00","66","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated graph increases active BFS threads but keeps smoke bounded"
"m2_owner_sched__spmv","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","spmv","spmv","M","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_spmv_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/m2_owner_sched/spmv","1200","0","0","completed_exit0","2026-06-04T23:44:42+08:00","2026-06-04T23:46:28+08:00","106","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated sparse matrix keeps repeated irregular memory work smoke bounded"
"m2_owner_sched__mri_q","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","mri_q","mri-q","C","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_mri_q_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/m2_owner_sched/mri_q","1200","0","0","completed_exit0","2026-06-04T23:46:28+08:00","2026-06-04T23:46:34+08:00","6","W6 uses W5C candidate input; no strict activation found. W5C iter2 generated binary increases K and X values versus tiny input"
"m2_owner_sched__pathfinder","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/matrix/W5C/wrappers/run_pathfinder_w5c.sh","ready","experiments/paper-mascar/workloads/results/W6/w6_ready_sweep_actual/runs/m2_owner_sched/pathfinder","1200","0","0","completed_exit0","2026-06-04T23:46:34+08:00","2026-06-04T23:47:10+08:00","36","W6 uses W5C candidate input; no strict activation found. W5C iter2 direct parameters increase grid size but stay smoke bounded"
