run_id,config_id,paper_id,paper_name,paper_type,wrapper_status,run_dir,exit_code,timeout,result_status_prelim,classification,has_stats,explicit_pass,gpu_tot_sim_cycle,gpu_tot_ipc,gpu_tot_sim_insn,paper_mascar_l1_sat_sample,paper_mascar_l1_sat_sample_saturated,paper_mascar_m2_ep_cycles,paper_mascar_m2_mp_cycles,paper_mascar_m2_owner_acquire,paper_mascar_m2_nonowner_mem_block,paper_mascar_m3_hitonly_access_attempt,paper_mascar_m3_hitonly_access_hit,paper_mascar_m3_hitonly_access_nack,paper_mascar_m3_probe_attempt,paper_mascar_m3_probe_hit,paper_mascar_m3_probe_nack,paper_mascar_m3_probe_skip_not_mp,paper_mascar_m3_probe_skip_no_owner,paper_mascar_m3_probe_skip_owner,paper_mascar_m3_probe_skip_nonload,paper_mascar_m3_nonowner_lsu_probe_allowed,paper_mascar_m3_nonowner_lsu_probe_block_nonload,paper_mascar_m3_nack_guard_owner_release,paper_mascar_m4_enqueue_success,paper_mascar_m4_retry_attempt,paper_mascar_m4_retry_hit,paper_mascar_m4_retry_nack,paper_mascar_m4_retry_requeue,paper_mascar_m4_queue_occupancy_max,cacheinst_L1D_access_total,cacheinst_L1D_hit,cacheinst_L1D_miss,cacheinst_L1D_reservation_fail,gpgpusim_exit,result_status,result_pass
baseline_off__bp_1,baseline_off,bp_1,BP-1,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/baseline_off/bp_1,0,0,completed_exit0,completed_stats_found,1,0,6911,42.2654,292096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,736,640,591,,,
baseline_off__histo_2,baseline_off,histo_2,histo-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/baseline_off/histo_2,0,0,completed_exit0,completed_explicit_pass,1,1,7096,282.4803,2004480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,64,64,0,,,
baseline_off__kmeans_2,baseline_off,kmeans_2,kmeans-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/baseline_off/kmeans_2,0,0,completed_exit0,completed_stats_found,1,0,5592,0.9728,5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,32,0,,,
baseline_off__mri_q,baseline_off,mri_q,mri-q,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/baseline_off/mri_q,0,0,completed_exit0,completed_stats_found,1,0,5547,1.0788,5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,,,
baseline_off__pathfinder,baseline_off,pathfinder,pathfinder,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/baseline_off/pathfinder,0,0,completed_exit0,completed_stats_found,1,0,7351,5.2760,38784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4,96,0,,,
baseline_off__sgemm,baseline_off,sgemm,sgemm,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/baseline_off/sgemm,0,0,completed_exit0,completed_stats_found,1,0,21460,4.4257,94976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,256,544,0,,,
baseline_off__stencil,baseline_off,stencil,stencil,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/baseline_off/stencil,0,0,completed_exit0,completed_stats_found,1,0,8221,7.8059,64172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,112,0,,,
m2_owner_sched__bp_1,m2_owner_sched,bp_1,BP-1,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m2_owner_sched/bp_1,0,0,completed_exit0,completed_stats_found,1,0,6918,42.2226,292096,2159,863,30073,525,16,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,736,640,591,,,
m2_owner_sched__histo_2,m2_owner_sched,histo_2,histo-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m2_owner_sched/histo_2,0,0,completed_exit0,completed_explicit_pass,1,1,7096,282.4803,2004480,128,0,132064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,64,64,0,,,
m2_owner_sched__kmeans_2,m2_owner_sched,kmeans_2,kmeans-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m2_owner_sched/kmeans_2,0,0,completed_exit0,completed_stats_found,1,0,5592,0.9728,5440,48,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,32,0,,,
m2_owner_sched__mri_q,m2_owner_sched,mri_q,mri-q,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m2_owner_sched/mri_q,0,0,completed_exit0,completed_stats_found,1,0,5547,1.0788,5984,12,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,,,
m2_owner_sched__pathfinder,m2_owner_sched,pathfinder,pathfinder,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m2_owner_sched/pathfinder,0,0,completed_exit0,completed_stats_found,1,0,7351,5.2760,38784,120,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4,96,0,,,
m2_owner_sched__sgemm,m2_owner_sched,sgemm,sgemm,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m2_owner_sched/sgemm,0,0,completed_exit0,completed_stats_found,1,0,21460,4.4257,94976,800,0,16459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,256,544,0,,,
m2_owner_sched__stencil,m2_owner_sched,stencil,stencil,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m2_owner_sched/stencil,0,0,completed_exit0,completed_stats_found,1,0,8221,7.8059,64172,112,0,6435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,112,0,,,
m3_hitonly_nack__bp_1,m3_hitonly_nack,bp_1,BP-1,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m3_hitonly_nack/bp_1,0,0,completed_exit0,completed_stats_found,1,0,6918,42.2226,292096,2159,863,30073,525,16,732,0,0,0,0,0,0,1191,968,0,0,0,732,0,0,0,0,0,0,0,1568,736,640,591,,,
m3_hitonly_nack__histo_2,m3_hitonly_nack,histo_2,histo-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_actual/runs/m3_hitonly_nack/histo_2,0,0,completed_exit0,completed_explicit_pass,1,1,7096,282.4803,2004480,128,0,132064,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,128,64,64,0,,,
