run_id,suite_workload_id,suite,benchmark,availability_status,wrapper_status,run_dir,log_path,exit_code,timeout,result_status_prelim
w19_dry_run_rodinia_backprop,rodinia_backprop,rodinia,backprop,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_backprop,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_backprop/run.log,0,0,dry_run
w19_dry_run_rodinia_bfs,rodinia_bfs,rodinia,bfs,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_bfs,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_bfs/run.log,0,0,dry_run
w19_dry_run_rodinia_gaussian,rodinia_gaussian,rodinia,gaussian,ready_build_recovered_candidate,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_gaussian,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_gaussian/run.log,0,0,dry_run
w19_dry_run_rodinia_hotspot,rodinia_hotspot,rodinia,hotspot,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_hotspot,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_hotspot/run.log,0,0,dry_run
w19_dry_run_rodinia_kmeans,rodinia_kmeans,rodinia,kmeans,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_kmeans,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_kmeans/run.log,0,0,dry_run
w19_dry_run_rodinia_lud,rodinia_lud,rodinia,lud,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_lud,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_lud/run.log,0,0,dry_run
w19_dry_run_rodinia_myocyte,rodinia_myocyte,rodinia,myocyte,ready_build_recovered_candidate,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_myocyte,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_myocyte/run.log,0,0,dry_run
w19_dry_run_rodinia_nn,rodinia_nn,rodinia,nn,ready_build_recovered_candidate,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_nn,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_nn/run.log,0,0,dry_run
w19_dry_run_rodinia_nw,rodinia_nw,rodinia,nw,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_nw,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_nw/run.log,0,0,dry_run
w19_dry_run_rodinia_pathfinder,rodinia_pathfinder,rodinia,pathfinder,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_pathfinder,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_pathfinder/run.log,0,0,dry_run
w19_dry_run_rodinia_srad,rodinia_srad,rodinia,srad,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_srad,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_srad/run.log,0,0,dry_run
w19_dry_run_rodinia_streamcluster,rodinia_streamcluster,rodinia,streamcluster,ready_build_recovered_candidate,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_streamcluster,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_streamcluster/run.log,0,0,dry_run
w19_dry_run_parboil_histo,parboil_histo,parboil,histo,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_histo,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_histo/run.log,0,0,dry_run
w19_dry_run_parboil_mri_q,parboil_mri_q,parboil,mri-q,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_mri_q,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_mri_q/run.log,0,0,dry_run
w19_dry_run_parboil_sgemm,parboil_sgemm,parboil,sgemm,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_sgemm,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_sgemm/run.log,0,0,dry_run
w19_dry_run_parboil_spmv,parboil_spmv,parboil,spmv,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_spmv,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_spmv/run.log,0,0,dry_run
w19_dry_run_parboil_stencil,parboil_stencil,parboil,stencil,ready_existing_manifest,ready,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_stencil,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_stencil/run.log,0,0,dry_run
