suite_id,suite_name,app_id,app_name,benchmark_name,variant,source_path,binary_path,data_path,build_command,run_command,wrapper_path,wrapper_status,availability_status,build_status,data_status,command_status,smoke_status,correctness_status,input_scale,default_timeout_sec,current_ready,table_iii_related,table_iii_paper_ids,phase_mapping_status,blocker,next_action,notes
rodinia,Rodinia,rodinia_bplustree,rodinia_bplustree,b+tree,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/b+tree,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/b+tree/penmp,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/b+tree/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,binary_available_command_unverified,binary_ready,missing_or_unverified_data,command_unverified,not_run,unknown,unknown,1800,0,0,none,not_applicable,command/data not normalized in workload manifest,derive small input command and promote after smoke,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_cfd,rodinia_cfd,cfd,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/cfd,unknown,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/cfd/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_dwt2d,rodinia_dwt2d,dwt2d,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/dwt2d,unknown,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/dwt2d/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_gaussian,rodinia_gaussian,gaussian,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/gaussian,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/gaussian/gaussian,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/gaussian/Makefile,cd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/gaussian && source /workspace/repos/load_gpgpusim.sh && ./gaussian -s 16,generated_by_run_full_suite_matrix,placeholder_unavailable,failed_smoke,binary_ready,missing_or_unverified_data,command_unverified,nonzero_no_stats,failed,tiny,900,0,0,none,not_applicable,W19 smoke failed: nonzero_no_stats,derive small input command and promote after smoke,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_heartwall,rodinia_heartwall,heartwall,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/heartwall,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/heartwall/heartwall,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/heartwall/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,binary_available_command_unverified,binary_ready,missing_or_unverified_data,command_unverified,not_run,unknown,unknown,1800,0,0,none,not_applicable,command/data not normalized in workload manifest,derive small input command and promote after smoke,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_hotspot3D,rodinia_hotspot3D,hotspot3D,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/3D,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,binary_available_command_unverified,binary_ready,missing_or_unverified_data,command_unverified,not_run,unknown,unknown,1800,0,0,none,not_applicable,command/data not normalized in workload manifest,derive small input command and promote after smoke,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_huffman,rodinia_huffman,huffman,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/pavle,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,binary_available_command_unverified,binary_ready,missing_or_unverified_data,command_unverified,not_run,unknown,unknown,1800,0,0,none,not_applicable,command/data not normalized in workload manifest,derive small input command and promote after smoke,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_hybridsort,rodinia_hybridsort,hybridsort,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort,unknown,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_lavaMD,rodinia_lavaMD,lavaMD,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD,unknown,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
rodinia,Rodinia,rodinia_leukocyte,rodinia_leukocyte,leukocyte,default,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte,unknown,unknown,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/Makefile,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
