run_id,suite_workload_id,suite,benchmark,availability_status,exit_code,timeout,classification,has_stats,explicit_pass,gpu_tot_sim_cycle,log_path
w19_dry_run_rodinia_backprop,rodinia_backprop,rodinia,backprop,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_backprop/run.log
w19_dry_run_rodinia_bfs,rodinia_bfs,rodinia,bfs,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_bfs/run.log
w19_dry_run_rodinia_gaussian,rodinia_gaussian,rodinia,gaussian,ready_build_recovered_candidate,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_gaussian/run.log
w19_dry_run_rodinia_hotspot,rodinia_hotspot,rodinia,hotspot,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_hotspot/run.log
w19_dry_run_rodinia_kmeans,rodinia_kmeans,rodinia,kmeans,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_kmeans/run.log
w19_dry_run_rodinia_lud,rodinia_lud,rodinia,lud,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_lud/run.log
w19_dry_run_rodinia_myocyte,rodinia_myocyte,rodinia,myocyte,ready_build_recovered_candidate,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_myocyte/run.log
w19_dry_run_rodinia_nn,rodinia_nn,rodinia,nn,ready_build_recovered_candidate,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_nn/run.log
w19_dry_run_rodinia_nw,rodinia_nw,rodinia,nw,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_nw/run.log
w19_dry_run_rodinia_pathfinder,rodinia_pathfinder,rodinia,pathfinder,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_pathfinder/run.log
w19_dry_run_rodinia_srad,rodinia_srad,rodinia,srad,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_srad/run.log
w19_dry_run_rodinia_streamcluster,rodinia_streamcluster,rodinia,streamcluster,ready_build_recovered_candidate,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_rodinia_streamcluster/run.log
w19_dry_run_parboil_histo,parboil_histo,parboil,histo,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_histo/run.log
w19_dry_run_parboil_mri_q,parboil_mri_q,parboil,mri-q,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_mri_q/run.log
w19_dry_run_parboil_sgemm,parboil_sgemm,parboil,sgemm,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_sgemm/run.log
w19_dry_run_parboil_spmv,parboil_spmv,parboil,spmv,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_spmv/run.log
w19_dry_run_parboil_stencil,parboil_stencil,parboil,stencil,ready_existing_manifest,0,0,dry_run_ready,0,0,,/workspace/tmp/mascar_w19_smoke_logs_20260605_145809/w19_dry_run_parboil_stencil/run.log
