run_id,config_id,config_path,paper_id,paper_name,paper_type,wrapper_path,wrapper_status,run_dir,timeout_sec,exit_code,timeout,result_status_prelim,start_iso,end_iso,elapsed_sec,notes
m4_reexec_load__spmv,m4_reexec_load,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on,spmv,spmv,M,experiments/paper-mascar/workloads/wrappers/run_spmv.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m4_reexec_load/spmv,900,0,0,completed_exit0,2026-06-05T10:09:21+08:00,2026-06-05T10:12:07+08:00,166,W15B required Table III diagnostic workload
m4_reexec_load__mri_q,m4_reexec_load,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on,mri_q,mri-q,C,experiments/paper-mascar/workloads/wrappers/run_mri_q.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m4_reexec_load/mri_q,900,0,0,completed_exit0,2026-06-05T10:12:07+08:00,2026-06-05T10:12:11+08:00,4,W15B required Table III diagnostic workload
m4_reexec_load__pathfinder,m4_reexec_load,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on,pathfinder,pathfinder,C,experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m4_reexec_load/pathfinder,900,0,0,completed_exit0,2026-06-05T10:12:11+08:00,2026-06-05T10:12:47+08:00,36,W15B required Table III diagnostic workload
m4_reexec_load__bp_2,m4_reexec_load,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on,bp_2,BP-2,M,experiments/paper-mascar/workloads/wrappers/run_bp_2.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m4_reexec_load/bp_2,900,0,0,completed_exit0,2026-06-05T10:12:47+08:00,2026-06-05T10:12:51+08:00,4,W15B required Table III diagnostic workload
m4_reexec_load__srad_1,m4_reexec_load,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on,srad_1,srad-1,M,experiments/paper-mascar/workloads/wrappers/run_srad_1.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m4_reexec_load/srad_1,900,0,0,completed_exit0,2026-06-05T10:12:51+08:00,2026-06-05T10:12:56+08:00,5,W15B required Table III diagnostic workload
m4_reexec_load__srad_2,m4_reexec_load,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on,srad_2,srad-2,M,experiments/paper-mascar/workloads/wrappers/run_srad_2.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m4_reexec_load/srad_2,900,0,0,completed_exit0,2026-06-05T10:12:56+08:00,2026-06-05T10:13:00+08:00,4,W15B required Table III diagnostic workload
m4_reexec_load__bp_1,m4_reexec_load,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on,bp_1,BP-1,C,experiments/paper-mascar/workloads/wrappers/run_bp_1.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m4_reexec_load/bp_1,900,0,0,completed_exit0,2026-06-05T10:13:00+08:00,2026-06-05T10:13:04+08:00,4,W15B required Table III diagnostic workload
m3diag_on__spmv,m3diag_on,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3diag_on,spmv,spmv,M,experiments/paper-mascar/workloads/wrappers/run_spmv.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m3diag_on/spmv,900,0,0,completed_exit0,2026-06-05T10:13:04+08:00,2026-06-05T10:15:50+08:00,166,W15B required Table III diagnostic workload
m3diag_on__mri_q,m3diag_on,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3diag_on,mri_q,mri-q,C,experiments/paper-mascar/workloads/wrappers/run_mri_q.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m3diag_on/mri_q,900,0,0,completed_exit0,2026-06-05T10:15:50+08:00,2026-06-05T10:15:54+08:00,4,W15B required Table III diagnostic workload
m3diag_on__pathfinder,m3diag_on,/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3diag_on,pathfinder,pathfinder,C,experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh,ready,/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W15B/w15b_actual/runs/m3diag_on/pathfinder,900,0,0,completed_exit0,2026-06-05T10:15:54+08:00,2026-06-05T10:16:30+08:00,36,W15B required Table III diagnostic workload
