run_id,config_id,config_path,paper_id,paper_name,paper_type,wrapper_path,wrapper_status,run_dir,timeout_sec,exit_code,timeout,result_status_prelim,start_iso,end_iso,elapsed_sec,notes
"baseline_off__rodinia_backprop","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_backprop","rodinia_backprop","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_backprop.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_backprop","1800","0","0","completed_exit0","2026-06-05T15:42:29+08:00","2026-06-05T15:42:33+08:00","4","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__rodinia_bfs","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_bfs","rodinia_bfs","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_bfs.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_bfs","1800","0","0","completed_exit0","2026-06-05T15:42:33+08:00","2026-06-05T15:42:56+08:00","23","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__rodinia_hotspot","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_hotspot","rodinia_hotspot","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_hotspot.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_hotspot","1800","0","0","completed_exit0","2026-06-05T15:42:56+08:00","2026-06-05T15:42:59+08:00","3","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__rodinia_kmeans","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_kmeans","rodinia_kmeans","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_kmeans.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_kmeans","1800","0","0","completed_exit0","2026-06-05T15:42:59+08:00","2026-06-05T15:43:04+08:00","5","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__rodinia_lud","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_lud","rodinia_lud","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_lud.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_lud","1800","0","0","completed_exit0","2026-06-05T15:43:04+08:00","2026-06-05T15:43:20+08:00","16","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__rodinia_nw","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_nw","rodinia_nw","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_nw.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_nw","1800","0","0","completed_exit0","2026-06-05T15:43:20+08:00","2026-06-05T15:43:37+08:00","17","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__rodinia_pathfinder","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_pathfinder","rodinia_pathfinder","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_pathfinder.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_pathfinder","1800","0","0","completed_exit0","2026-06-05T15:43:37+08:00","2026-06-05T15:44:26+08:00","49","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__rodinia_srad","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","rodinia_srad","rodinia_srad","rodinia","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/rodinia_srad.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/rodinia_srad","1800","0","0","completed_exit0","2026-06-05T15:44:26+08:00","2026-06-05T15:44:31+08:00","5","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__parboil_histo","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","parboil_histo","parboil_histo","parboil","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/parboil_histo.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/parboil_histo","1800","0","0","completed_exit0","2026-06-05T15:44:31+08:00","2026-06-05T15:44:44+08:00","13","W18 phase mapping retained as background only; not modified by W19"
"baseline_off__parboil_mri_q","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","parboil_mri_q","parboil_mri_q","parboil","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/generated_wrappers/parboil_mri_q.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_smoke_ready_20260605_154229/runs/baseline_off/parboil_mri_q","1800","0","0","completed_exit0","2026-06-05T15:44:44+08:00","2026-06-05T15:44:50+08:00","6","W18 phase mapping retained as background only; not modified by W19"
