run_id,config_id,paper_id,paper_name,app,wrapper_path,event,trace_source,launch_index,kernel_uid,kernel_name,grid_x,grid_y,grid_z,block_x,block_y,block_z,stream_id,begin_cycle,end_cycle,log_path,notes
kernel_trace_baseline_off_bp_1,kernel_trace_baseline_off,bp_1,BP-1,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_1.sh,begin,paperrepro_kernel_begin,1,1,_Z22bpnn_layerforward_CUDAPfS_S_S_ii,1,16,1,16,16,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_1/bp_1.log,
kernel_trace_baseline_off_bp_1,kernel_trace_baseline_off,bp_1,BP-1,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_1.sh,begin,paperrepro_kernel_begin,2,2,_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,1,16,1,16,16,1,132998438224496,6911,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_1/bp_1.log,
kernel_trace_baseline_off_bp_1,kernel_trace_baseline_off,bp_1,BP-1,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_1.sh,end,paperrepro_kernel_end,1,1,_Z22bpnn_layerforward_CUDAPfS_S_S_ii,,,,,,,0,,6910,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_1/bp_1.log,
kernel_trace_baseline_off_bp_1,kernel_trace_baseline_off,bp_1,BP-1,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_1.sh,end,paperrepro_kernel_end,2,2,_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,,,,,,,132998438224496,,13882,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_1/bp_1.log,
kernel_trace_baseline_off_bp_2,kernel_trace_baseline_off,bp_2,BP-2,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_2.sh,begin,paperrepro_kernel_begin,1,1,_Z22bpnn_layerforward_CUDAPfS_S_S_ii,1,16,1,16,16,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_2/bp_2.log,
kernel_trace_baseline_off_bp_2,kernel_trace_baseline_off,bp_2,BP-2,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_2.sh,begin,paperrepro_kernel_begin,2,2,_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,1,16,1,16,16,1,134131839828592,6911,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_2/bp_2.log,
kernel_trace_baseline_off_bp_2,kernel_trace_baseline_off,bp_2,BP-2,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_2.sh,end,paperrepro_kernel_end,1,1,_Z22bpnn_layerforward_CUDAPfS_S_S_ii,,,,,,,0,,6910,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_2/bp_2.log,
kernel_trace_baseline_off_bp_2,kernel_trace_baseline_off,bp_2,BP-2,backprop,experiments/paper-mascar/workloads/wrappers/run_bp_2.sh,end,paperrepro_kernel_end,2,2,_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,,,,,,,134131839828592,,13882,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_bp_2/bp_2.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,begin,paperrepro_kernel_begin,1,1,_Z20histo_prescan_kernelPjiS_,64,1,1,512,1,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,begin,paperrepro_kernel_begin,2,2,_Z26histo_intermediates_kernelP5uint2jjjP6uchar4,2,1,1,32,1,1,105552306779184,7096,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,begin,paperrepro_kernel_begin,3,3,_Z17histo_main_kernelP6uchar4jjjjjPjS1_S1_,14,1,1,768,1,1,0,18326,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,begin,paperrepro_kernel_begin,4,4,_Z18histo_final_kerneljjjjPjS_S_S_,42,1,1,512,1,1,0,26468,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,end,paperrepro_kernel_end,1,1,_Z20histo_prescan_kernelPjiS_,,,,,,,0,,7095,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,end,paperrepro_kernel_end,2,2,_Z26histo_intermediates_kernelP5uint2jjjP6uchar4,,,,,,,105552306779184,,18325,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,end,paperrepro_kernel_end,3,3,_Z17histo_main_kernelP6uchar4jjjjjPjS1_S1_,,,,,,,0,,26467,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_1,kernel_trace_baseline_off,histo_1,histo-1,histo,experiments/paper-mascar/workloads/wrappers/run_histo_1.sh,end,paperrepro_kernel_end,4,4,_Z18histo_final_kerneljjjjPjS_S_S_,,,,,,,0,,35471,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_1/histo_1.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,begin,paperrepro_kernel_begin,1,1,_Z20histo_prescan_kernelPjiS_,64,1,1,512,1,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,begin,paperrepro_kernel_begin,2,2,_Z26histo_intermediates_kernelP5uint2jjjP6uchar4,2,1,1,32,1,1,95447997207600,7096,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,begin,paperrepro_kernel_begin,3,3,_Z17histo_main_kernelP6uchar4jjjjjPjS1_S1_,14,1,1,768,1,1,0,18326,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,begin,paperrepro_kernel_begin,4,4,_Z18histo_final_kerneljjjjPjS_S_S_,42,1,1,512,1,1,0,26468,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,end,paperrepro_kernel_end,1,1,_Z20histo_prescan_kernelPjiS_,,,,,,,0,,7095,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,end,paperrepro_kernel_end,2,2,_Z26histo_intermediates_kernelP5uint2jjjP6uchar4,,,,,,,95447997207600,,18325,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,end,paperrepro_kernel_end,3,3,_Z17histo_main_kernelP6uchar4jjjjjPjS1_S1_,,,,,,,0,,26467,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_2,kernel_trace_baseline_off,histo_2,histo-2,histo,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,end,paperrepro_kernel_end,4,4,_Z18histo_final_kerneljjjjPjS_S_S_,,,,,,,0,,35471,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_2/histo_2.log,
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,begin,paperrepro_kernel_begin,1,1,_Z20histo_prescan_kernelPjiS_,64,1,1,512,1,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,begin,paperrepro_kernel_begin,2,2,_Z26histo_intermediates_kernelP5uint2jjjP6uchar4,2,1,1,32,1,1,102680627037232,7096,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,begin,paperrepro_kernel_begin,3,3,_Z17histo_main_kernelP6uchar4jjjjjPjS1_S1_,14,1,1,768,1,1,0,18326,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,begin,paperrepro_kernel_begin,4,4,_Z18histo_final_kerneljjjjPjS_S_S_,42,1,1,512,1,1,0,26468,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
