paper_id,paper_name,paper_type,blocker,candidate_source,candidate_binary,candidate_data,attempted_actions,next_action,notes
lbm,lbm,M,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil lbm source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
leuko_1,leuko-1,M,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Rodinia leukocyte source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
mrig_1,mrig-1,M,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil mri-gridding source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
mrig_2,mrig-2,M,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil mri-gridding source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
mummer,mummer,M,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Rodinia mummergpu source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
particle,particle,M,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Rodinia particlefilter source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
sad_2,sad-2,M,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/sad,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil sad source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
cutcp,cutcp,C,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil cutcp source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
histogram,histogram,C,missing_source,,,,search_local_source_aliases_only,locate complete local source without external download,No local histogram source or wrapper; W17A found no complete local source
lavamd,lavaMD,C,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Rodinia lavaMD source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
leuko_2,leuko-2,C,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Rodinia leukocyte source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
leuko_3,leuko-3,C,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Rodinia leukocyte source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
mrig_3,mrig-3,C,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil mri-gridding source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
sad_1,sad-1,C,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/sad,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil sad source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
tpacf,tpacf,C,missing_binary_after_two_build_attempts,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/tpacf,,,attempt_native_build_then_arch_adjustment,add/repair local build wrapper and bounded data,Raw Parboil tpacf source exists but no local runnable wrapper or binary; W17B native/fallback build did not recover valid ELF binary
